ticket_id,created_date,resolved_date,priority,category,channel,team,status,escalated,customer_satisfaction,customer_message
TKT-0181,2026-02-10 07:51:00,2026-02-11 17:51:00,Medium,Payment,Email,Team C,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0182,2026-01-25 08:51:00,2026-01-27 03:51:00,High,Account Access,Chat,Team C,Closed,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0183,2026-03-25 01:51:00,2026-03-25 22:51:00,Medium,Policy Question,Chat,Team C,Closed,0,5,User cannot access account and has contacted support multiple times.
TKT-0184,2026-02-13 19:37:00,2026-02-15 13:37:00,High,Policy Question,Web Form,Specialist Team,Resolved,0,4,Campaign delivery problem needs technical validation.
TKT-0185,2026-03-31 06:57:00,2026-04-02 20:57:00,Low,Policy Question,Phone,Specialist Team,Resolved,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0186,2026-02-01 04:51:00,,High,Ad Review,Phone,Specialist Team,Open,1,3,Billing issue requires review and possible refund investigation.
TKT-0187,2026-01-19 10:23:00,2026-01-21 00:23:00,Medium,Policy Question,Email,Team B,Resolved,1,2,Policy related question needs accurate guidance from knowledge base.
TKT-0188,2026-01-04 20:06:00,,Low,Policy Question,Web Form,Team B,Open,0,5,Campaign delivery problem needs technical validation.
TKT-0189,2026-01-17 21:28:00,2026-01-18 07:28:00,High,Policy Question,Chat,Team C,Resolved,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0190,2026-01-06 00:03:00,,Low,Ad Review,Web Form,Specialist Team,Open,0,4,Campaign delivery problem needs technical validation.
TKT-0191,2026-01-21 19:45:00,,Critical,Ad Review,Phone,Team B,Pending,0,4,User cannot access account and has contacted support multiple times.
TKT-0192,2026-03-05 15:15:00,,Critical,Login Issue,Chat,Team A,Open,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0193,2026-01-09 08:16:00,2026-01-09 22:16:00,High,Payment,Web Form,Team A,Resolved,0,3,Billing issue requires review and possible refund investigation.
TKT-0194,2026-03-17 15:48:00,2026-03-19 09:48:00,Medium,Technical Bug,Phone,Team C,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0195,2026-03-17 15:15:00,2026-03-18 11:15:00,High,Payment,Email,Specialist Team,Closed,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0196,2026-03-06 00:56:00,2026-03-07 08:56:00,High,Policy Question,Web Form,Team A,Closed,0,4,Billing issue requires review and possible refund investigation.
TKT-0197,2026-02-10 05:30:00,2026-02-12 09:30:00,Low,Ad Review,Chat,Team C,Closed,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0198,2026-01-26 00:28:00,2026-01-27 07:28:00,High,Ad Review,Web Form,Specialist Team,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0199,2026-01-29 23:16:00,2026-01-31 08:16:00,Medium,Ad Review,Web Form,Specialist Team,Resolved,0,3,User cannot access account and has contacted support multiple times.
TKT-0200,2026-03-23 19:53:00,,Low,Ad Review,Chat,Team C,Pending,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0201,2026-03-08 22:18:00,,Medium,Login Issue,Email,Team C,Pending,1,2,Billing issue requires review and possible refund investigation.
TKT-0202,2026-03-29 12:08:00,2026-03-31 05:08:00,Medium,Policy Question,Phone,Team B,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0203,2026-02-01 04:08:00,2026-02-02 00:08:00,High,Account Access,Chat,Team B,Resolved,0,3,Campaign delivery problem needs technical validation.
TKT-0204,2026-02-17 01:11:00,2026-02-18 19:11:00,Low,Account Access,Chat,Team C,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0205,2026-03-11 23:53:00,2026-03-13 01:53:00,High,Billing,Phone,Team C,Closed,0,4,Campaign delivery problem needs technical validation.
TKT-0206,2026-03-23 16:08:00,2026-03-25 20:08:00,High,Ad Review,Chat,Team B,Closed,1,3,Billing issue requires review and possible refund investigation.
TKT-0207,2026-01-02 03:22:00,2026-01-04 03:22:00,Medium,Technical Bug,Email,Team A,Closed,0,4,Campaign delivery problem needs technical validation.
TKT-0208,2026-01-11 18:18:00,2026-01-13 10:18:00,High,Payment,Web Form,Specialist Team,Resolved,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0209,2026-02-08 12:39:00,2026-02-11 05:39:00,Low,Billing,Phone,Team C,Closed,1,3,User cannot access account and has contacted support multiple times.
TKT-0210,2026-02-14 22:01:00,2026-02-16 10:01:00,High,Payment,Web Form,Team B,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0211,2026-01-22 08:29:00,2026-01-23 09:29:00,Medium,Account Access,Phone,Team A,Resolved,0,3,Policy related question needs accurate guidance from knowledge base.
TKT-0212,2026-02-09 03:55:00,,Low,Payment,Web Form,Specialist Team,Open,0,5,Campaign delivery problem needs technical validation.
TKT-0213,2026-03-14 02:38:00,2026-03-14 13:38:00,High,Account Access,Email,Specialist Team,Closed,1,4,Billing issue requires review and possible refund investigation.
TKT-0214,2026-03-16 16:53:00,2026-03-18 05:53:00,Critical,Policy Question,Phone,Specialist Team,Resolved,1,2,Billing issue requires review and possible refund investigation.
TKT-0215,2026-02-12 21:55:00,2026-02-13 21:55:00,Medium,Payment,Email,Team C,Resolved,0,5,Billing issue requires review and possible refund investigation.
TKT-0216,2026-03-16 05:12:00,,Medium,Billing,Chat,Team B,Pending,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0217,2026-01-08 04:02:00,2026-01-09 22:02:00,High,Account Access,Phone,Team C,Closed,1,3,Billing issue requires review and possible refund investigation.
TKT-0218,2026-01-22 02:33:00,2026-01-23 15:33:00,Low,Login Issue,Email,Team C,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0219,2026-01-21 21:03:00,2026-01-23 20:03:00,Medium,Account Access,Phone,Team A,Resolved,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0220,2026-03-29 15:08:00,2026-03-30 22:08:00,High,Technical Bug,Phone,Team C,Closed,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0221,2026-02-08 03:41:00,2026-02-10 08:41:00,Medium,Account Access,Phone,Specialist Team,Resolved,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0222,2026-02-11 16:21:00,,Low,Account Access,Web Form,Specialist Team,Open,0,5,User cannot access account and has contacted support multiple times.
TKT-0223,2026-02-25 14:35:00,2026-02-27 10:35:00,Medium,Ad Review,Phone,Team B,Resolved,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0224,2026-03-01 17:28:00,2026-03-03 09:28:00,Medium,Account Access,Web Form,Specialist Team,Closed,1,3,User cannot access account and has contacted support multiple times.
TKT-0225,2026-03-13 11:21:00,2026-03-15 14:21:00,Medium,Login Issue,Chat,Team C,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0226,2026-01-23 01:26:00,2026-01-24 16:26:00,High,Billing,Web Form,Team A,Resolved,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0227,2026-01-20 06:24:00,2026-01-21 12:24:00,High,Payment,Web Form,Team C,Resolved,1,2,Policy related question needs accurate guidance from knowledge base.
TKT-0228,2026-03-07 22:41:00,2026-03-09 20:41:00,Medium,Policy Question,Web Form,Specialist Team,Resolved,0,4,Campaign delivery problem needs technical validation.
TKT-0229,2026-03-06 16:37:00,,Low,Policy Question,Phone,Team C,Pending,0,5,Campaign delivery problem needs technical validation.
TKT-0230,2026-01-03 03:01:00,2026-01-05 19:01:00,Low,Account Access,Web Form,Team C,Closed,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0231,2026-03-30 14:46:00,2026-03-31 18:46:00,Medium,Technical Bug,Web Form,Team C,Resolved,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0232,2026-03-31 23:14:00,,Low,Ad Review,Web Form,Team B,Pending,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0233,2026-02-28 22:44:00,2026-03-02 15:44:00,Medium,Policy Question,Email,Team B,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0234,2026-01-31 07:07:00,2026-02-01 19:07:00,Medium,Ad Review,Phone,Specialist Team,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0235,2026-02-02 10:26:00,,Low,Payment,Email,Team C,Pending,0,4,Campaign delivery problem needs technical validation.
TKT-0236,2026-01-03 03:50:00,2026-01-05 10:50:00,Low,Payment,Email,Team C,Closed,0,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0237,2026-02-03 21:11:00,2026-02-06 03:11:00,Medium,Account Access,Phone,Team B,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0238,2026-03-30 19:48:00,,Medium,Billing,Email,Team A,Open,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0239,2026-03-15 19:51:00,2026-03-16 12:51:00,High,Payment,Email,Team C,Closed,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0240,2026-02-15 20:40:00,2026-02-17 14:40:00,Low,Account Access,Email,Team C,Resolved,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0241,2026-01-10 15:14:00,2026-01-11 02:14:00,High,Account Access,Email,Specialist Team,Resolved,1,4,User cannot access account and has contacted support multiple times.
TKT-0242,2026-01-30 22:20:00,2026-02-02 06:20:00,Low,Policy Question,Web Form,Team C,Resolved,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0243,2026-02-11 19:43:00,2026-02-13 08:43:00,Medium,Payment,Chat,Specialist Team,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0244,2026-01-16 06:11:00,2026-01-18 14:11:00,Low,Technical Bug,Chat,Team A,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0245,2026-03-08 03:21:00,2026-03-09 19:21:00,Medium,Billing,Email,Specialist Team,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0246,2026-03-01 02:15:00,2026-03-02 13:15:00,Medium,Ad Review,Email,Team C,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0247,2026-01-23 03:35:00,2026-01-24 20:35:00,Medium,Policy Question,Chat,Team B,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0248,2026-02-05 20:19:00,2026-02-07 02:19:00,Critical,Account Access,Chat,Team B,Closed,0,3,Campaign delivery problem needs technical validation.
TKT-0249,2026-03-05 03:34:00,2026-03-06 16:34:00,Low,Account Access,Chat,Team B,Closed,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0250,2026-02-16 11:47:00,2026-02-17 22:47:00,High,Technical Bug,Email,Team B,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0251,2026-02-02 11:42:00,2026-02-03 07:42:00,High,Billing,Phone,Team C,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0252,2026-01-22 20:52:00,2026-01-24 17:52:00,High,Ad Review,Phone,Specialist Team,Closed,0,4,Billing issue requires review and possible refund investigation.
TKT-0253,2026-01-31 10:01:00,2026-02-01 05:01:00,Medium,Policy Question,Phone,Specialist Team,Closed,0,4,Campaign delivery problem needs technical validation.
TKT-0254,2026-02-12 17:54:00,2026-02-14 05:54:00,Medium,Payment,Email,Team B,Resolved,0,3,User cannot access account and has contacted support multiple times.
TKT-0255,2026-01-08 05:25:00,2026-01-10 06:25:00,Low,Login Issue,Web Form,Team B,Resolved,0,3,Billing issue requires review and possible refund investigation.
TKT-0256,2026-01-31 23:36:00,2026-02-02 10:36:00,High,Account Access,Web Form,Team C,Closed,0,4,Billing issue requires review and possible refund investigation.
TKT-0257,2026-01-08 15:56:00,2026-01-09 06:56:00,High,Account Access,Email,Team B,Resolved,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0258,2026-03-13 12:44:00,2026-03-15 05:44:00,High,Payment,Chat,Team C,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0259,2026-03-19 14:32:00,2026-03-22 04:32:00,Low,Payment,Chat,Specialist Team,Closed,0,4,User cannot access account and has contacted support multiple times.
TKT-0260,2026-01-08 18:44:00,2026-01-10 12:44:00,High,Account Access,Phone,Team B,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0261,2026-01-11 11:10:00,2026-01-13 08:10:00,Medium,Technical Bug,Email,Team B,Resolved,0,4,Campaign delivery problem needs technical validation.
TKT-0262,2026-02-10 22:45:00,2026-02-13 02:45:00,Low,Account Access,Web Form,Team B,Closed,1,2,User cannot access account and has contacted support multiple times.
TKT-0263,2026-02-11 10:21:00,2026-02-12 13:21:00,Medium,Billing,Web Form,Team B,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0264,2026-01-20 20:44:00,2026-01-22 12:44:00,Low,Ad Review,Web Form,Team B,Resolved,0,5,Billing issue requires review and possible refund investigation.
TKT-0265,2026-02-03 23:07:00,2026-02-05 11:07:00,High,Technical Bug,Email,Team B,Resolved,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0266,2026-01-09 02:00:00,,Medium,Policy Question,Web Form,Team A,Pending,0,4,Campaign delivery problem needs technical validation.
TKT-0267,2026-03-16 10:31:00,,Low,Account Access,Phone,Team A,Open,0,3,Policy related question needs accurate guidance from knowledge base.
TKT-0268,2026-02-13 05:41:00,2026-02-15 12:41:00,Low,Login Issue,Email,Team A,Closed,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0269,2026-01-30 02:06:00,2026-01-31 10:06:00,High,Policy Question,Phone,Team C,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0270,2026-03-05 08:53:00,2026-03-05 22:53:00,High,Login Issue,Email,Team A,Resolved,0,3,Campaign delivery problem needs technical validation.
TKT-0271,2026-01-09 23:13:00,2026-01-11 06:13:00,Medium,Technical Bug,Chat,Team C,Resolved,1,3,Campaign delivery problem needs technical validation.
TKT-0272,2026-03-10 20:05:00,2026-03-11 10:05:00,Critical,Policy Question,Web Form,Specialist Team,Resolved,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0273,2026-03-29 14:27:00,2026-03-31 17:27:00,Low,Billing,Email,Specialist Team,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0274,2026-03-06 23:18:00,2026-03-09 11:18:00,Low,Policy Question,Phone,Team B,Resolved,1,3,Campaign delivery problem needs technical validation.
TKT-0275,2026-01-27 16:25:00,2026-01-28 15:25:00,Critical,Account Access,Email,Team A,Resolved,1,2,Campaign delivery problem needs technical validation.
TKT-0276,2026-03-05 05:30:00,,Medium,Login Issue,Phone,Team C,Open,1,3,User cannot access account and has contacted support multiple times.
TKT-0277,2026-03-18 16:44:00,2026-03-20 21:44:00,Low,Payment,Phone,Specialist Team,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0278,2026-01-20 19:14:00,2026-01-22 17:14:00,Low,Login Issue,Email,Team B,Resolved,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0279,2026-02-13 06:45:00,2026-02-15 10:45:00,Medium,Account Access,Web Form,Team B,Resolved,1,2,Policy related question needs accurate guidance from knowledge base.
TKT-0280,2026-01-15 00:54:00,2026-01-17 02:54:00,Medium,Billing,Web Form,Team B,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0281,2026-01-18 18:29:00,2026-01-20 22:29:00,High,Technical Bug,Chat,Team B,Resolved,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0282,2026-01-11 03:25:00,2026-01-13 06:25:00,Low,Ad Review,Email,Team A,Resolved,1,3,Campaign delivery problem needs technical validation.
TKT-0283,2026-01-16 07:39:00,2026-01-16 19:39:00,Critical,Login Issue,Email,Team C,Resolved,0,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0284,2026-02-13 23:07:00,2026-02-15 07:07:00,Low,Account Access,Phone,Specialist Team,Closed,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0285,2026-03-03 01:35:00,2026-03-04 10:35:00,Medium,Account Access,Email,Team A,Resolved,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0286,2026-03-17 09:07:00,2026-03-18 17:07:00,High,Technical Bug,Email,Team A,Resolved,1,2,Campaign delivery problem needs technical validation.
TKT-0287,2026-01-25 22:37:00,2026-01-26 06:37:00,High,Account Access,Phone,Specialist Team,Resolved,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0288,2026-03-24 22:55:00,2026-03-26 15:55:00,Low,Policy Question,Email,Team A,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0289,2026-03-09 07:53:00,,Medium,Login Issue,Web Form,Specialist Team,Open,0,4,Billing issue requires review and possible refund investigation.
TKT-0290,2026-02-26 12:33:00,2026-02-28 04:33:00,Low,Login Issue,Email,Team B,Closed,0,4,Campaign delivery problem needs technical validation.
TKT-0291,2026-02-26 21:36:00,2026-02-28 20:36:00,Medium,Ad Review,Phone,Team A,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0292,2026-03-20 17:56:00,2026-03-21 12:56:00,Critical,Billing,Chat,Team B,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0293,2026-01-25 01:44:00,2026-01-27 10:44:00,Low,Account Access,Email,Team B,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0294,2026-02-10 23:55:00,2026-02-12 04:55:00,High,Login Issue,Email,Team C,Closed,1,2,User cannot access account and has contacted support multiple times.
TKT-0295,2026-03-02 03:55:00,2026-03-04 02:55:00,Medium,Technical Bug,Phone,Team A,Closed,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0296,2026-03-05 00:57:00,2026-03-06 14:57:00,Low,Login Issue,Phone,Team B,Resolved,0,4,Campaign delivery problem needs technical validation.
TKT-0297,2026-03-11 10:28:00,2026-03-12 08:28:00,Medium,Policy Question,Phone,Team B,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0298,2026-02-13 08:46:00,2026-02-14 14:46:00,Medium,Payment,Phone,Team A,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0299,2026-03-02 15:29:00,2026-03-04 16:29:00,Medium,Policy Question,Web Form,Team A,Resolved,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0300,2026-01-05 06:48:00,2026-01-07 09:48:00,Low,Ad Review,Chat,Team A,Resolved,0,3,Billing issue requires review and possible refund investigation.
TKT-0301,2026-03-27 23:41:00,2026-03-29 08:41:00,Low,Login Issue,Email,Team B,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0302,2026-01-24 15:00:00,2026-01-25 22:00:00,Low,Account Access,Email,Team C,Resolved,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0303,2026-03-25 07:25:00,,Medium,Policy Question,Phone,Team B,Open,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0304,2026-02-27 10:49:00,,Medium,Account Access,Web Form,Team C,Open,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0305,2026-02-23 19:03:00,2026-02-24 18:03:00,Medium,Payment,Phone,Team B,Resolved,0,5,User cannot access account and has contacted support multiple times.
TKT-0306,2026-01-16 16:22:00,2026-01-18 20:22:00,High,Technical Bug,Phone,Team B,Resolved,1,2,Campaign delivery problem needs technical validation.
TKT-0307,2026-01-06 17:49:00,2026-01-08 10:49:00,Medium,Payment,Web Form,Team C,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0308,2026-01-02 21:35:00,2026-01-04 05:35:00,Medium,Payment,Phone,Team B,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0309,2026-01-24 05:07:00,,Low,Account Access,Chat,Team B,Open,0,5,User cannot access account and has contacted support multiple times.
TKT-0310,2026-01-31 14:55:00,2026-02-01 20:55:00,High,Policy Question,Chat,Team A,Closed,1,3,User cannot access account and has contacted support multiple times.
TKT-0311,2026-03-01 01:57:00,2026-03-01 18:57:00,High,Technical Bug,Chat,Team C,Resolved,1,2,Campaign delivery problem needs technical validation.
TKT-0312,2026-03-02 04:03:00,2026-03-04 08:03:00,Low,Technical Bug,Web Form,Specialist Team,Resolved,1,2,Campaign delivery problem needs technical validation.
TKT-0313,2026-02-11 14:14:00,,Medium,Ad Review,Web Form,Team C,Open,0,3,User cannot access account and has contacted support multiple times.
TKT-0314,2026-03-23 19:55:00,2026-03-24 16:55:00,Critical,Policy Question,Phone,Team B,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0315,2026-01-28 21:20:00,,Medium,Account Access,Web Form,Team B,Open,0,5,Billing issue requires review and possible refund investigation.
TKT-0316,2026-01-09 05:49:00,,High,Technical Bug,Chat,Specialist Team,Pending,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0317,2026-01-27 06:58:00,2026-01-29 02:58:00,Low,Ad Review,Chat,Team C,Closed,0,5,Campaign delivery problem needs technical validation.
TKT-0318,2026-01-16 17:26:00,2026-01-17 13:26:00,Medium,Payment,Web Form,Team C,Resolved,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0319,2026-01-07 19:08:00,2026-01-08 14:08:00,Medium,Login Issue,Web Form,Team A,Resolved,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0320,2026-01-20 03:07:00,2026-01-20 16:07:00,Critical,Login Issue,Web Form,Team A,Resolved,1,2,Policy related question needs accurate guidance from knowledge base.
TKT-0321,2026-03-27 18:07:00,,Medium,Policy Question,Web Form,Team A,Pending,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0322,2026-02-16 22:45:00,2026-02-18 14:45:00,Low,Ad Review,Phone,Team A,Resolved,0,5,Campaign delivery problem needs technical validation.
TKT-0323,2026-03-04 05:17:00,2026-03-06 21:17:00,Low,Payment,Email,Specialist Team,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0324,2026-03-10 11:27:00,2026-03-12 13:27:00,Medium,Technical Bug,Web Form,Team B,Closed,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0325,2026-02-11 03:38:00,2026-02-12 17:38:00,Medium,Ad Review,Web Form,Team B,Closed,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0326,2026-01-09 18:25:00,,Medium,Ad Review,Web Form,Team C,Pending,1,2,Campaign delivery problem needs technical validation.
TKT-0327,2026-03-29 09:21:00,2026-03-31 09:21:00,Medium,Technical Bug,Chat,Specialist Team,Closed,0,3,Billing issue requires review and possible refund investigation.
TKT-0328,2026-02-25 07:04:00,,Medium,Account Access,Chat,Team C,Open,0,3,Billing issue requires review and possible refund investigation.
TKT-0329,2026-03-31 10:37:00,2026-04-02 13:37:00,Medium,Login Issue,Chat,Team A,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0330,2026-02-11 01:43:00,2026-02-12 09:43:00,Low,Policy Question,Web Form,Team B,Resolved,0,5,Campaign delivery problem needs technical validation.
TKT-0331,2026-01-22 07:26:00,2026-01-24 20:26:00,Low,Ad Review,Web Form,Team A,Resolved,0,3,Billing issue requires review and possible refund investigation.
TKT-0332,2026-03-19 14:42:00,2026-03-21 11:42:00,Low,Technical Bug,Phone,Specialist Team,Resolved,0,5,User cannot access account and has contacted support multiple times.
TKT-0333,2026-03-30 15:09:00,2026-04-02 06:09:00,Low,Login Issue,Phone,Specialist Team,Closed,0,3,Billing issue requires review and possible refund investigation.
TKT-0334,2026-03-07 09:16:00,2026-03-08 18:16:00,Low,Login Issue,Email,Team C,Resolved,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0335,2026-02-17 04:58:00,2026-02-18 03:58:00,Medium,Login Issue,Phone,Specialist Team,Resolved,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0336,2026-02-04 18:08:00,2026-02-05 14:08:00,Medium,Policy Question,Phone,Team C,Closed,0,5,Billing issue requires review and possible refund investigation.
TKT-0337,2026-01-08 11:45:00,2026-01-10 01:45:00,High,Technical Bug,Web Form,Team C,Resolved,1,2,User cannot access account and has contacted support multiple times.
TKT-0338,2026-03-05 21:04:00,2026-03-08 03:04:00,Medium,Ad Review,Email,Team A,Resolved,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0339,2026-01-19 17:37:00,2026-01-22 01:37:00,Medium,Technical Bug,Web Form,Specialist Team,Resolved,1,3,Campaign delivery problem needs technical validation.
TKT-0340,2026-01-24 10:32:00,2026-01-25 19:32:00,High,Billing,Chat,Team B,Resolved,1,3,Campaign delivery problem needs technical validation.
TKT-0341,2026-03-20 19:07:00,2026-03-22 07:07:00,Low,Policy Question,Email,Team A,Resolved,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0342,2026-03-19 20:03:00,2026-03-20 07:03:00,High,Login Issue,Phone,Specialist Team,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0343,2026-03-11 18:52:00,2026-03-13 21:52:00,Low,Payment,Chat,Team C,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0344,2026-02-17 05:33:00,2026-02-19 14:33:00,Low,Ad Review,Web Form,Team C,Resolved,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0345,2026-02-22 16:19:00,2026-02-25 01:19:00,Low,Technical Bug,Web Form,Team C,Resolved,1,2,Billing issue requires review and possible refund investigation.
TKT-0346,2026-03-21 13:42:00,2026-03-23 04:42:00,Medium,Account Access,Chat,Team C,Resolved,0,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0347,2026-02-23 23:00:00,2026-02-25 18:00:00,Medium,Technical Bug,Phone,Team A,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0348,2026-03-19 22:25:00,2026-03-20 11:25:00,Critical,Technical Bug,Chat,Team B,Resolved,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0349,2026-03-27 04:11:00,2026-03-29 00:11:00,Low,Payment,Chat,Specialist Team,Closed,0,4,Billing issue requires review and possible refund investigation.
TKT-0350,2026-02-06 08:34:00,2026-02-07 21:34:00,High,Login Issue,Chat,Team A,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0351,2026-02-14 07:45:00,,High,Payment,Web Form,Team B,Open,1,4,Campaign delivery problem needs technical validation.
TKT-0352,2026-02-20 10:48:00,,Low,Account Access,Phone,Team B,Open,1,3,User cannot access account and has contacted support multiple times.
TKT-0353,2026-02-09 17:25:00,2026-02-10 21:25:00,Critical,Ad Review,Web Form,Team B,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0354,2026-03-21 14:09:00,2026-03-22 13:09:00,High,Technical Bug,Phone,Specialist Team,Resolved,1,2,User cannot access account and has contacted support multiple times.
TKT-0355,2026-03-31 19:33:00,,Low,Technical Bug,Phone,Team A,Open,0,4,Campaign delivery problem needs technical validation.
TKT-0356,2026-02-18 02:55:00,2026-02-19 04:55:00,Medium,Account Access,Email,Team B,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0357,2026-02-21 12:02:00,,Medium,Billing,Email,Team C,Open,0,4,User cannot access account and has contacted support multiple times.
TKT-0358,2026-02-27 04:22:00,2026-02-28 09:22:00,Medium,Login Issue,Phone,Team C,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0359,2026-03-19 23:06:00,2026-03-21 12:06:00,High,Billing,Chat,Specialist Team,Resolved,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0360,2026-03-12 19:41:00,2026-03-14 20:41:00,Medium,Technical Bug,Phone,Team A,Closed,0,4,User cannot access account and has contacted support multiple times.
TKT-0361,2026-01-16 16:21:00,2026-01-18 07:21:00,Low,Payment,Web Form,Team C,Resolved,0,5,User cannot access account and has contacted support multiple times.
TKT-0362,2026-01-21 07:09:00,2026-01-23 06:09:00,Medium,Account Access,Email,Team C,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
